claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,fraud,claim_year,claim_day,latitude,longitude,state,claim_day_monday,claim_day_saturday,claim_day_sunday,claim_day_thursday,claim_day_tuesday,claim_day_wednesday,accident_site_local,accident_site_parking_lot,channel_online,channel_phone,vehicle_category_large,vehicle_category_medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_month_august,claim_month_december,claim_month_february,claim_month_january,claim_month_july,claim_month_june,claim_month_march,claim_month_may,claim_month_november,claim_month_october,claim_month_september,Unem_rate
10866,46,F,0,92,38300,1,0,Own,80107,7/10/2016,0,0,94,1,6374.164501,7,12966.41347,17666.94164,1,2016,10,39.36,-104.6,CO,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3
10867,49,F,0,68,38915,1,1,Own,20152,1/28/2015,0,0,0,0,3994.824431,4,11516.18307,49212.93884,0,2015,28,38.92,-77.5,VA,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9
10869,52,M,1,79,39501,1,1,Own,15021,9/12/2016,0,0,14,1,8535.070944,5,8995.044572,30978.94968,0,2016,12,40.38,-80.39,PA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.5
10870,46,F,0,82,38303,1,1,Rent,80022,11/11/2015,0,0,18,1,2692.217995,5,23597.52498,12816.65599,0,2015,11,39.88,-104.8,CO,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
10871,58,M,1,59,40593,1,1,Own,50055,8/16/2016,0,0,20,1,1792.766049,8,15137.9473,24298.61924,0,2016,16,41.9,-93.3,IA,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6
10875,31,M,1,86,34348,1,0,Own,80013,11/7/2016,0,1,87,1,4274.458492,6,16033.25304,9226.009567,0,2016,7,39.66,-104.77,CO,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
10877,54,M,1,76,39893,1,1,Own,20152,7/16/2016,1,0,99,0,6157.067229,3,8683.897455,10860.57945,0,2016,16,38.92,-77.5,VA,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.1
10878,48,M,1,89,38724,1,0,Own,85025,1/12/2016,0,0,81,0,2410.508137,3,12857.81652,24401.61052,0,2016,12,33.45,-112.07,AZ,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.7
10879,39,F,1,94,36613,0,0,Own,15034,5/12/2016,0,0,51,1,7872.017537,9,30457.02987,3027.692122,0,2016,12,40.35,-79.89,PA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
10881,63,M,0,77,41442,0,0,Rent,15015,1/27/2016,1,0,0,1,3136.289538,9,15494.18219,19116.69319,0,2016,27,40.63,-80.08,PA,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.3
10882,28,M,1,66,33346,1,1,Rent,50048,6/1/2016,0,1,1,1,3060.644428,3,15783.56013,12273.14001,0,2016,1,41.5,-94.52,IA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.7
10883,44,M,1,48,37834,1,0,Rent,15027,12/16/2015,1,1,46,1,11476.91303,3,17060.60399,30178.89102,0,2015,16,40.66,-80.24,PA,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.2
10884,41,M,1,72,37147,0,1,Own,80011,3/20/2016,0,0,52,0,7723.19116,6,31914.30815,45751.63249,0,2016,20,39.74,-104.78,CO,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
10886,48,F,1,80,38702,1,1,Own,50028,6/18/2016,1,0,88,1,7065.000838,4,20485.29979,14128.84119,0,2016,18,41.82,-93.15,IA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7
10887,52,M,0,80,39511,1,0,Own,50051,5/19/2015,0,1,1,0,3941.102918,9,16722.10418,22137.82861,0,2015,19,42.11,-93.15,IA,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8
10889,64,F,1,55,41597,1,0,Rent,50022,4/10/2015,0,0,12,1,3184.040963,5,10486.94451,19213.70716,0,2015,10,41.39,-95.01,IA,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
10890,35,M,0,76,35567,1,1,Own,80020,3/6/2016,3,1,78,1,4579.02226,6,7962.18397,6409.722595,0,2016,6,39.94,-105.06,CO,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
10891,98,F,1,85,45842,1,1,Own,20102,6/13/2016,0,0,80,1,3093.89406,4,14070.65211,38275.10246,1,2016,13,38.92,-77.35,VA,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1
10892,24,F,1,76,31788,1,0,Own,20120,9/2/2016,0,0,100,1,8464.602861,2,25975.21577,16848.68879,0,2016,2,38.84,-77.44,VA,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
10894,75,M,1,79,43179,1,1,Own,80005,1/8/2015,2,1,49,1,7122.75546,5,20763.86369,3751.724089,0,2015,8,39.85,-105.13,CO,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.3
10895,61,M,1,89,41120,0,1,Own,20109,3/8/2015,0,1,46,1,7447.953981,3,9385.750263,23135.74453,0,2015,8,38.79,-77.53,VA,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8
10896,43,F,0,88,37610,1,0,Rent,80047,6/20/2016,1,0,32,0,6041.490205,5,15885.07936,16084.03218,0,2016,20,39.69,-104.81,CO,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4
10897,50,M,1,91,39133,1,0,Own,50055,1/8/2016,0,0,76,0,3477.6149,9,22709.10786,20431.56248,1,2016,8,41.9,-93.3,IA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6
10898,50,F,0,78,39115,1,1,Rent,20160,4/7/2016,1,0,50,1,6599.452255,6,21477.78807,17439.64804,0,2016,7,39.11,-77.69,VA,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
10900,27,F,1,61,32965,1,1,Rent,85076,11/20/2015,1,0,50,1,3867.055369,3,35988.39518,10291.30103,1,2015,20,33.32,-111.99,AZ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.8
10901,44,M,1,88,37853,1,1,Own,15007,4/10/2015,1,0,95,1,14216.28851,3,19944.65645,21342.16629,0,2015,10,40.65,-79.93,PA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
10903,45,M,1,67,38067,1,1,Own,20130,3/18/2015,0,0,5,1,10143.42242,5,14302.88208,17759.78562,1,2015,18,39,-77.95,VA,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8
10904,22,M,1,93,30910,1,1,Own,85054,10/31/2016,0,1,50,1,5634.18957,4,11880.02903,5882.285919,0,2016,31,33.67,-111.95,AZ,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.2
10907,40,M,0,49,36889,1,1,Own,50009,6/10/2016,1,0,50,0,3371.430191,1,33220.18358,16263.57219,0,2016,10,41.65,-93.47,IA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.7
10909,61,F,0,88,41104,1,1,Own,85048,11/5/2016,0,0,1,1,5377.265595,0,26814.59395,15723.99328,0,2016,5,33.31,-112.06,AZ,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
10913,36,F,1,74,35830,1,1,Rent,15046,2/4/2015,0,1,50,1,5914.787743,3,40534.35945,32211.33953,0,2015,4,40.55,-80.23,PA,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.4
10915,38,F,1,84,36389,0,1,Own,80011,1/4/2016,4,0,78,1,6405.057776,10,26679.71595,16031.0701,0,2016,4,39.74,-104.78,CO,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5
10916,56,F,0,82,40271,1,1,Rent,85027,9/28/2015,3,0,97,1,7449.471069,5,23839.48788,14069.59301,0,2015,28,33.68,-112.09,AZ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9
10917,52,M,1,85,39525,1,0,Rent,15026,6/20/2015,1,0,5,0,3761.232232,7,31650.01931,14842.93484,0,2015,20,40.51,-80.34,PA,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3
10919,30,F,1,71,34016,0,1,Rent,85077,2/8/2015,1,0,72,1,4919.313362,5,12934.62482,4598.068735,0,2015,8,33.45,-111.97,AZ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3
10921,32,F,0,89,34664,1,1,Own,80102,11/29/2015,1,0,0,1,4056.22382,1,30740.60306,19441.43791,0,2015,29,39.75,-104.42,CO,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
10922,34,M,1,78,35269,0,1,Rent,80003,2/3/2015,0,1,48,0,3912.66516,1,47356.46459,24174.99283,0,2015,3,39.83,-105.06,CO,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.2
10923,45,M,0,85,38058,1,1,Own,20116,10/3/2015,0,0,71,1,2333.338909,2,19866.67749,23388.52009,1,2015,3,38.87,-77.85,VA,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.1
10924,56,M,1,54,40250,1,0,Rent,15025,1/3/2016,0,1,5,0,3251.777469,1,37033.13003,11658.31579,0,2016,3,40.29,-79.88,PA,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.3
10925,57,F,1,88,40426,1,0,Rent,15035,4/1/2016,0,0,51,0,5133.256076,5,29016.33403,29677.06098,1,2016,1,40.38,-79.81,PA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
10927,40,F,1,68,36886,0,1,Own,85041,6/18/2016,0,0,50,1,4543.483038,8,20024.61594,46064.18969,0,2016,18,33.38,-112.11,AZ,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4
10928,49,F,1,78,38900,1,1,Rent,50046,4/4/2015,0,0,91,0,7053.361969,3,56007.63206,30303.30483,0,2015,4,41.89,-93.53,IA,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
10929,27,F,1,81,32964,1,1,Rent,20146,4/17/2016,0,0,100,0,4060.412129,7,27741.39144,18400.43675,0,2016,17,39.04,-77.48,VA,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10930,59,M,1,37,40767,0,0,Own,50009,10/22/2016,0,0,58,0,9108.823396,3,25298.58632,11363.22526,0,2016,22,41.65,-93.47,IA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.6
10931,60,M,1,39,40948,0,0,Own,20151,10/10/2016,0,0,46,0,4200.068519,10,34278.89461,11821.51259,0,2016,10,38.9,-77.45,VA,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
10932,34,M,1,37,35265,1,0,Rent,80024,3/1/2016,0,0,73,1,5259.396791,7,11386.10559,16848.88751,0,2016,1,39.84,-104.92,CO,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
10934,29,F,1,70,33654,0,1,Own,85001,8/22/2015,0,0,9,0,5098.523162,2,19933.91618,12597.91095,1,2015,22,33.45,-112.06,AZ,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
10935,61,M,1,85,41101,1,1,Own,20151,4/15/2015,0,1,92,1,6757.839796,6,13570.08248,6620.78913,0,2015,15,38.9,-77.45,VA,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
10937,32,F,1,58,34655,1,1,Own,80005,4/2/2016,0,0,21,1,4059.239202,5,29421.1941,6807.92443,0,2016,2,39.85,-105.13,CO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4
10938,68,F,1,68,42190,1,0,Own,85078,9/24/2015,1,1,65,1,1953.76071,5,18219.53201,12725.20708,0,2015,24,33.62,-112,AZ,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.9
10939,33,F,1,84,34966,1,0,Own,50032,12/23/2015,0,0,94,1,7325.320557,9,18020.06543,21826.42492,0,2015,23,41.67,-93.54,IA,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7
10940,48,F,1,67,38715,0,0,Own,20153,11/13/2016,1,0,0,1,5526.540629,3,16520.57284,14084.88249,0,2016,13,38.87,-77.4,VA,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1
10942,41,M,1,83,37150,1,1,Own,15021,8/13/2016,1,0,93,1,4241.654977,5,18549.63438,4902.24567,0,2016,13,40.38,-80.39,PA,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5
10944,45,F,1,69,38060,1,1,Own,80030,4/25/2016,0,0,55,1,3165.611981,5,3791.644212,35337.53234,0,2016,25,39.83,-105.04,CO,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
10945,38,F,0,77,36374,0,1,Rent,15005,11/17/2015,0,1,0,1,8814.06363,8,23852.16929,33934.63933,1,2015,17,40.63,-80.22,PA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
10946,64,F,1,68,41579,1,1,Rent,85043,12/13/2015,0,0,21,1,4135.435907,2,29747.15495,56198.97598,0,2015,13,33.42,-112.2,AZ,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.7
10947,52,F,1,80,39514,1,1,Own,85030,5/3/2015,1,0,2,1,3157.792175,5,8123.723219,48389.9303,0,2015,3,33.45,-112.07,AZ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.1
10949,41,M,1,70,37120,0,0,Own,15043,3/9/2016,0,1,92,1,4026.914275,2,21087.90998,11478.01999,0,2016,9,40.64,-80.49,PA,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.3
10950,44,F,0,75,37843,0,0,Rent,80028,8/30/2016,1,0,42,1,7506.55055,4,19403.55573,11410.90218,0,2016,30,39.95,-105.14,CO,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3
10952,57,M,1,66,40423,1,1,Own,15021,2/18/2016,0,0,27,0,4158.328356,3,10794.45389,5095.084399,0,2016,18,40.38,-80.39,PA,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.3
10954,53,M,0,81,39695,0,1,Rent,85037,9/29/2015,0,0,33,0,5003.238931,4,13403.70328,22489.32184,0,2015,29,33.48,-112.25,AZ,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9
10955,37,M,1,63,36118,0,1,Own,50009,4/1/2015,0,0,67,1,1729.324608,3,20509.18221,48622.96533,1,2015,1,41.65,-93.47,IA,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
10956,31,F,1,86,34340,1,1,Own,20110,9/10/2015,0,1,79,1,3895.084836,8,20837.29882,27241.29592,0,2015,10,38.74,-77.48,VA,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
10957,35,M,1,87,35565,0,1,Rent,80023,1/10/2016,0,0,89,0,4520.510653,6,18046.62844,7485.730254,0,2016,10,39.96,-105.02,CO,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5
10958,34,F,0,47,35278,1,1,Own,85079,3/1/2015,2,0,50,0,4463.760756,8,12734.27841,13451.04924,1,2015,1,33.5,-112.11,AZ,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3
10959,56,M,1,66,40260,1,1,Own,20148,11/19/2015,0,0,47,0,5502.466439,3,17809.48389,49061.40102,0,2015,19,39,-77.52,VA,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1
10961,40,M,0,89,36880,0,1,Rent,20148,7/26/2016,6,0,54,1,3937.552014,4,24061.74143,16470.81387,1,2016,26,39,-77.52,VA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.1
10962,32,F,1,92,34656,1,1,Own,50051,5/19/2016,0,0,1,0,7065.211555,6,37694.55302,5978.886576,0,2016,19,42.11,-93.15,IA,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.7
10965,35,F,0,53,35558,0,0,Own,20141,5/4/2016,0,1,0,0,7699.89808,5,8954.725914,13716.72764,0,2016,4,39.13,-77.77,VA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
10966,51,M,0,91,39332,1,1,Own,15001,7/12/2016,0,1,32,0,2278.064973,7,26683.22312,45058.62955,0,2016,12,40.61,-80.25,PA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.5
10967,41,F,1,56,37138,1,1,Own,85038,11/23/2016,0,0,49,0,4052.032317,6,9666.540368,8541.079308,0,2016,23,33.46,-111.98,AZ,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
10968,45,F,1,63,38067,1,1,Own,85025,2/16/2015,1,1,9,0,2825.376164,5,18848.31368,15945.55437,0,2015,16,33.45,-112.07,AZ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.3
10970,43,F,1,80,37598,1,0,Own,15031,4/28/2015,0,0,0,1,1635.520715,8,28634.143,4887.959595,1,2015,28,40.35,-80.16,PA,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
10973,42,M,1,83,37388,1,1,Own,85002,4/25/2015,0,1,55,0,5001.808542,4,27950.11274,11766.70386,0,2015,25,33.45,-112.06,AZ,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
10974,43,M,1,81,37605,1,1,Rent,20138,8/14/2016,0,0,100,1,12783.76726,4,23048.26909,29340.98269,0,2016,14,38.63,-77.67,VA,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.2
10976,38,F,0,73,36369,1,0,Own,15021,9/28/2015,0,0,0,1,4290.778029,4,18032.39516,20529.52476,0,2015,28,40.38,-80.39,PA,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2
10977,59,F,1,65,40773,1,1,Own,15017,12/7/2016,0,0,95,1,3686.153657,2,26308.16874,29725.20006,0,2016,7,40.35,-80.1,PA,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.3
10979,39,M,1,62,36629,1,1,Own,50026,7/10/2015,0,0,87,0,4121.788059,4,59177.392,33167.76836,0,2015,10,41.84,-94.42,IA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
10980,54,F,1,93,39881,1,1,Own,15047,9/26/2016,0,0,95,0,8285.768376,3,26076.70567,8653.803946,0,2016,26,40.32,-79.81,PA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.5
10981,24,M,1,23,31778,1,0,Rent,15012,7/20/2016,0,0,9,0,4744.576921,1,22542.19156,66496.14999,0,2016,20,40.12,-79.86,PA,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5
10982,50,F,0,90,39130,1,1,Rent,50040,8/31/2015,0,1,28,0,4511.764194,13,16041.6295,12953.12182,0,2015,31,42.17,-94.1,IA,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7
10983,31,M,1,91,34336,1,0,Own,15057,11/8/2015,0,0,38,1,6589.911311,2,4021.525721,35626.20509,0,2015,8,40.37,-80.23,PA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
10984,50,F,1,93,39120,1,0,Own,85070,8/13/2016,0,0,61,0,6332.64066,2,6979.253476,46991.73707,1,2016,13,33.3,-112.04,AZ,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.3
10985,53,M,1,90,39702,1,1,Rent,20129,5/14/2015,2,0,7,1,9576.948901,5,32480.85077,19071.0936,0,2015,14,39.16,-77.61,VA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.6
10986,36,F,1,60,35849,1,1,Own,50033,8/22/2015,1,0,100,1,4209.232485,3,9509.410302,17754.49354,0,2015,22,41.36,-93.79,IA,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7
10987,56,F,0,57,40247,0,1,Own,20148,1/10/2015,0,0,51,0,8029.988848,7,15050.33735,37312.59436,0,2015,10,39,-77.52,VA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9
10989,30,F,1,71,34004,1,1,Own,85032,5/15/2015,3,0,59,1,4141.829751,3,33875.03773,17032.55414,0,2015,15,33.62,-112,AZ,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1
10990,28,M,1,79,33311,1,1,Own,85037,3/7/2015,1,0,65,1,8039.130303,6,27020.81304,36291.95429,0,2015,7,33.48,-112.25,AZ,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3
10991,53,M,1,91,39707,0,0,Own,50001,11/9/2016,0,1,100,1,9072.006898,9,19094.06759,21215.96512,0,2016,9,41.36,-93.47,IA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
10994,39,M,1,92,36646,0,1,Rent,50011,1/21/2015,0,0,91,1,2792.595934,2,17399.40833,30481.43885,0,2015,21,42.02,-93.64,IA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9
11000,58,M,1,68,40612,1,0,Own,15046,1/28/2015,1,0,12,1,3689.404771,3,21265.31403,15286.22962,0,2015,28,40.55,-80.23,PA,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.4
11003,31,M,1,79,34328,1,1,Own,80005,11/28/2016,1,0,95,1,5063.752909,5,20275.15656,25234.67246,0,2016,28,39.85,-105.13,CO,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
11004,53,M,0,76,39701,1,0,Rent,80022,6/25/2015,0,0,96,1,7606.868288,1,33363.31341,38607.68907,0,2015,25,39.88,-104.8,CO,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.9
11005,35,M,0,100,35551,1,1,Rent,80002,2/7/2016,0,1,6,0,7712.642041,8,9641.485708,11594.04911,0,2016,7,39.79,-105.11,CO,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4
11008,33,M,1,66,34957,1,0,Rent,20152,3/20/2016,0,0,27,0,5924.268524,9,10993.89267,24541.31105,0,2016,20,38.92,-77.5,VA,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
11010,47,M,0,78,38486,0,0,Rent,85017,7/28/2015,4,0,22,1,4505.446306,6,16018.87074,31813.34946,0,2015,28,33.5,-112.12,AZ,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
11012,40,M,1,80,36915,1,0,Own,50048,5/30/2015,0,0,20,0,3640.498196,3,7027.771369,20641.5261,0,2015,30,41.5,-94.52,IA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8
